"id","attributes","description","image_urls","price","product_id","product_name","stock","category_id","version"
"220","{""brand"": ""IKEA"", ""color"": ""White"", ""model"": ""MALM"", ""storage"": ""4 Under-bed Drawers"", ""material"": ""Particleboard"", ""dimensions"": ""160x200 cm"", ""categoryType"": ""Bed Frame""}","A clean design with solid wood veneer. Place the bed freestanding or with the headboard against a wall. Includes ample under-bed storage boxes for extra linens.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_MALM_Karyola/IKEA_MALM_Karyola_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_MALM_Karyola/IKEA_MALM_Karyola_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_MALM_Karyola/IKEA_MALM_Karyola_3.jpg""]","7499.00","8AtDc4zJyoyEKRK","IKEA MALM Karyola",30,"23","1"
"221","{""brand"": ""IKEA"", ""color"": ""White"", ""model"": ""PAX"", ""doorType"": ""Sliding Doors"", ""material"": ""Fiberboard and Particleboard"", ""dimensions"": ""200x60x236 cm"", ""categoryType"": ""Wardrobe""}","A customizable wardrobe system that lets you decide the size, color, and interior organizers to fit your space and clothing perfectly. Features soft-closing sliding doors.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_PAX_Gard%C4%B1rop/IKEA_PAX_Gard%C4%B1rop_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_PAX_Gard%C4%B1rop/IKEA_PAX_Gard%C4%B1rop_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_PAX_Gard%C4%B1rop/IKEA_PAX_Gard%C4%B1rop_3.jpg""]","28999.00","dmEwZs2A3gbhlWT","IKEA PAX Gardırop",15,"23","1"
"222","{""size"": ""Medium (50x31x10/7 cm)"", ""brand"": ""Tempur"", ""model"": ""Original Neck Pillow"", ""firmness"": ""Firm"", ""material"": ""Tempur Memory Foam"", ""categoryType"": ""Pillow""}","Designed to support the natural curve of your neck and head. The Tempur material adapts to your shape for personalized comfort and spinal alignment.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Tempur_Original_Boyun_Yast%C4%B1%C4%9F%C4%B1/Tempur_Original_Boyun_Yast%C4%B1%C4%9F%C4%B1_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Tempur_Original_Boyun_Yast%C4%B1%C4%9F%C4%B1/Tempur_Original_Boyun_Yast%C4%B1%C4%9F%C4%B1_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Tempur_Original_Boyun_Yast%C4%B1%C4%9F%C4%B1/Tempur_Original_Boyun_Yast%C4%B1%C4%9F%C4%B1_3.jpg""]","4299.00","peN7u2klspvv5L2","Tempur Original Boyun Yastığı",60,"23","1"
"223","{""brand"": ""Vivense"", ""color"": ""Walnut"", ""model"": ""Lotte"", ""drawers"": ""6"", ""material"": ""Melamine Coated Particleboard"", ""dimensions"": ""120x80x40 cm"", ""categoryType"": ""Dresser""}","A modern and spacious 6-drawer dresser, perfect for organizing your clothes and accessories, featuring a sleek finish and durable metal handles.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Vivense_Lotte_6_%C3%87ekmeceli_%C5%9Eifonyer/Vivense_Lotte_6_%C3%87ekmeceli_%C5%9Eifonyer_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Vivense_Lotte_6_%C3%87ekmeceli_%C5%9Eifonyer/Vivense_Lotte_6_%C3%87ekmeceli_%C5%9Eifonyer_4.jpg""]","4599.00","64OWxE4uDxZvmAy","Vivense Lotte 6 Çekmeceli Şifonyer",25,"23","1"
"224","{""size"": ""Double (200x220 cm)"", ""brand"": ""Karaca Home"", ""model"": ""Valeria"", ""material"": ""100% Cotton Ranforce"", ""components"": ""1 Duvet Cover, 1 Bed Sheet, 2 Pillowcases"", ""categoryType"": ""Duvet Cover Set""}","Add a touch of elegance to your bedroom with this 100% cotton ranforce duvet cover set, featuring a stylish pattern and an ultra-soft feel for a good night's sleep.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Karaca_Home_Valeria_Vizon_%C3%87ift_Ki%C5%9Filik_Nevresim_Tak%C4%B1m%C4%B1/Karaca_Home_Valeria_Vizon_%C3%87ift_Ki%C5%9Filik_Nevresim_Tak%C4%B1m%C4%B1_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Karaca_Home_Valeria_Vizon_%C3%87ift_Ki%C5%9Filik_Nevresim_Tak%C4%B1m%C4%B1/Karaca_Home_Valeria_Vizon_%C3%87ift_Ki%C5%9Filik_Nevresim_Tak%C4%B1m%C4%B1_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Karaca_Home_Valeria_Vizon_%C3%87ift_Ki%C5%9Filik_Nevresim_Tak%C4%B1m%C4%B1/Karaca_Home_Valeria_Vizon_%C3%87ift_Ki%C5%9Filik_Nevresim_Tak%C4%B1m%C4%B1_3.jpg""]","2499.00","nIXAnbefnMIZYxZ","Karaca Home Valeria Vizon Çift Kişilik Nevresim Takımı",100,"23","1"
"225","{""size"": ""Double (195x215 cm)"", ""brand"": ""Yataş Bedding"", ""model"": ""Dacron Climarelle"", ""season"": ""All Season"", ""filling"": ""Climarelle Microfiber"", ""categoryType"": ""Duvet""}","Innovative temperature-regulating duvet. Microcapsules within the filling absorb, store, and release heat to keep you at an optimal sleeping temperature all night.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan/Yata%C5%9F_Bedding_Dacron_Climarelle_Yorgan_4.jpg""]","3199.00","jhkwYs1BgXXEVmz","Yataş Bedding Dacron Climarelle Yorgan",40,"23","1"
"226","{""brand"": ""IKEA"", ""color"": ""Black-Brown"", ""model"": ""HEMNES"", ""drawers"": ""1"", ""material"": ""Solid Pine Wood"", ""dimensions"": ""46x35 cm"", ""categoryType"": ""Nightstand""}","A classic, solid pine nightstand with a smooth-running drawer and an open shelf for easy-to-reach storage right next to your bed.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_HEMNES_Komodin/IKEA_HEMNES_Komodin_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_HEMNES_Komodin/IKEA_HEMNES_Komodin_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/IKEA_HEMNES_Komodin/IKEA_HEMNES_Komodin_3.jpg""]","2199.00","gdTxd0cePCLcNhl","IKEA HEMNES Komodin",80,"23","1"
"227","{""brand"": ""Bellona"", ""color"": ""Beige"", ""model"": ""Vienza"", ""storage"": ""Hydraulic Lift-Up Chest"", ""material"": ""Steel Frame, Fabric Upholstery"", ""dimensions"": ""160x200 cm"", ""categoryType"": ""Bed Base""}","A stylish upholstered bed base featuring a high-capacity hidden storage compartment with a secure, easy-lift hydraulic mechanism.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Bellona_Vienza_Sand%C4%B1kl%C4%B1_Baza/Bellona_Vienza_Sand%C4%B1kl%C4%B1_Baza_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Bellona_Vienza_Sand%C4%B1kl%C4%B1_Baza/Bellona_Vienza_Sand%C4%B1kl%C4%B1_Baza_5.jpg""]","11499.00","rcmzPxyYFcgmT3x","Bellona Vienza Sandıklı Baza",20,"23","1"
"228","{""size"": ""Double (200x220 cm)"", ""brand"": ""Madame Coco"", ""color"": ""Dusty Rose"", ""model"": ""Reine Emboss"", ""material"": ""100% Polyester"", ""categoryType"": ""Blanket""}","Exceptionally soft and warm, this embossed blanket adds texture and coziness to your bed during chilly nights or lazy weekend mornings.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Madame_Coco_Reine_%C3%87ift_Ki%C5%9Filik_Emboss_Battaniye/Madame_Coco_Reine_%C3%87ift_Ki%C5%9Filik_Emboss_Battaniye_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Bedroom/Madame_Coco_Reine_%C3%87ift_Ki%C5%9Filik_Emboss_Battaniye/Madame_Coco_Reine_%C3%87ift_Ki%C5%9Filik_Emboss_Battaniye_4.jpg""]","899.00","6pRLMODIm8PbWOl","Madame Coco Reine Çift Kişilik Emboss Battaniye",150,"23","1"
"229","{""brand"": ""IKEA"", ""color"": ""Tresund Anthracite"", ""model"": ""KIVIK"", ""material"": ""Polyester Blend Fabric, Memory Foam"", ""dimensions"": ""228x95x83 cm"", ""categoryType"": ""Sofa"", ""seatingCapacity"": ""3-Seater""}","KIVIK is a generous seating series with a soft, deep seat and comfortable support for your back. The seat cushions have a layer of memory foam that softly follows the contours of your body.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_KIVIK_3'l%C3%BC_Kanepe/IKEA_KIVIK_3'l%C3%BC_Kanepe_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_KIVIK_3'l%C3%BC_Kanepe/IKEA_KIVIK_3'l%C3%BC_Kanepe_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_KIVIK_3'l%C3%BC_Kanepe/IKEA_KIVIK_3'l%C3%BC_Kanepe_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_KIVIK_3'l%C3%BC_Kanepe/IKEA_KIVIK_3'l%C3%BC_Kanepe_4.jpg""]","18999.00","ORLkeiv4196nVgp","IKEA KIVIK 3'lü Kanepe",45,"24","1"
"230","{""brand"": ""IKEA"", ""color"": ""White/Lappviken White"", ""model"": ""BESTÅ"", ""storage"": ""3 Drawers/Doors"", ""material"": ""Particleboard, Paper Foil"", ""dimensions"": ""180x42x38 cm"", ""categoryType"": ""TV Stand""}","It’s not just a TV, it’s a piece of furniture. BESTÅ TV benches combine contemporary good looks with practical function. You get plenty of storage space and relief from cables that tend to get messy.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_BEST%C3%85_TV_%C3%9Cnitesi/IKEA_BEST%C3%85_TV_%C3%9Cnitesi_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_BEST%C3%85_TV_%C3%9Cnitesi/IKEA_BEST%C3%85_TV_%C3%9Cnitesi_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_BEST%C3%85_TV_%C3%9Cnitesi/IKEA_BEST%C3%85_TV_%C3%9Cnitesi_4.jpg""]","6599.00","LKjtsvPtE1W3V31","IKEA BESTÅ TV Ünitesi",55,"24","1"
"231","{""brand"": ""Enza Home"", ""color"": ""Beige"", ""model"": ""Netha"", ""material"": ""Linen Blend, Wood Frame"", ""dimensions"": ""285x215 cm"", ""orientation"": ""Right/Left Interchangeable"", ""categoryType"": ""Corner Sofa""}","Bringing a contemporary and cozy atmosphere to living spaces, the Netha Corner Sofa combines supreme comfort with a stylish design. Features high-resilience foam and premium linen-blend fabric.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1/Enza_Home_Netha_K%C3%B6%C5%9Fe_Tak%C4%B1m%C4%B1_4.jpg""]","34999.00","baP8TiGdJZVfFlC","Enza Home Netha Köşe Takımı",15,"24","1"
"232","{""brand"": ""Vivense"", ""color"": ""Walnut/Black"", ""model"": ""Neva"", ""shape"": ""Rectangular"", ""material"": ""Melamine Particleboard, Metal Legs"", ""dimensions"": ""100x60x40 cm"", ""categoryType"": ""Coffee Table""}","A minimalist and functional coffee table. The Neva coffee table features a durable engineered wood top with a realistic walnut finish and sturdy matte black metal legs.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Vivense_Neva_Orta_Sehpa/Vivense_Neva_Orta_Sehpa_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Vivense_Neva_Orta_Sehpa/Vivense_Neva_Orta_Sehpa_2.jpeg""]","2499.00","Z9Yk2CC98YK3UdK","Vivense Neva Orta Sehpa",80,"24","1"
"233","{""brand"": ""IKEA"", ""color"": ""Black/Off-White Striped"", ""model"": ""STOCKHOLM"", ""material"": ""100% Wool"", ""dimensions"": ""170x240 cm"", ""production"": ""Handwoven"", ""categoryType"": ""Rug""}","Handwoven by skilled craftspeople, each STOCKHOLM rug is unique. Made from 100% pure new wool, the flat-woven surface is ideal for living rooms as it is easy to vacuum and highly durable.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_STOCKHOLM_El_Dokumas%C4%B1_Hal%C4%B1/IKEA_STOCKHOLM_El_Dokumas%C4%B1_Hal%C4%B1_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_STOCKHOLM_El_Dokumas%C4%B1_Hal%C4%B1/IKEA_STOCKHOLM_El_Dokumas%C4%B1_Hal%C4%B1_3.jpg""]","7999.00","csgciIwCZuWVJZE","IKEA STOCKHOLM El Dokuması Halı",30,"24","1"
"234","{""brand"": ""Doğtaş"", ""color"": ""Mustard Yellow"", ""model"": ""Hector"", ""material"": ""Velvet Fabric, Hornbeam Wood Frame"", ""dimensions"": ""80x90x95 cm"", ""categoryType"": ""Armchair"", ""seatingCapacity"": ""1-Seater""}","The Hector armchair stands out with its ergonomic structure and eye-catching quilted stitching details. It provides exceptional comfort with its specialized sponge layers and supportive backrest.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Do%C4%9Fta%C5%9F_Hector_Berjer/Do%C4%9Fta%C5%9F_Hector_Berjer_1.jpg""]","9599.00","uDvTpMUO0pm08Ew","Doğtaş Hector Berjer",25,"24","1"
"235","{""brand"": ""IKEA"", ""color"": ""White"", ""model"": ""BILLY"", ""shelves"": ""6 (5 Adjustable)"", ""material"": ""Particleboard"", ""dimensions"": ""80x28x202 cm"", ""categoryType"": ""Bookcase""}","It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. A versatile, classic bookcase with adjustable shelves that can be tailored to fit your storage needs.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_BILLY_Kitapl%C4%B1k/IKEA_BILLY_Kitapl%C4%B1k_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_BILLY_Kitapl%C4%B1k/IKEA_BILLY_Kitapl%C4%B1k_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_BILLY_Kitapl%C4%B1k/IKEA_BILLY_Kitapl%C4%B1k_4.jpg""]","2299.00","g5poRUX0DK4UL3k","IKEA BILLY Kitaplık",120,"24","1"
"236","{""brand"": ""IKEA"", ""color"": ""Dark Grey"", ""model"": ""HEKTAR"", ""height"": ""181 cm"", ""bulbType"": ""E27 (Not included)"", ""material"": ""Steel, Aluminum"", ""categoryType"": ""Floor Lamp""}","The simple, oversized metal shape is inspired by old lamps from places like factories and theaters. Used together, HEKTAR lamps support different activities and create a unified, rustic look in the room.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_HEKTAR_Lambader/IKEA_HEKTAR_Lambader_1.webp"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_HEKTAR_Lambader/IKEA_HEKTAR_Lambader_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/IKEA_HEKTAR_Lambader/IKEA_HEKTAR_Lambader_4.jpg""]","1899.00","5g8slHvvHG0vBNM","IKEA HEKTAR Lambader",60,"24","1"
"237","{""brand"": ""Taç"", ""color"": ""Ecru"", ""model"": ""Brillant Linen-Look"", ""material"": ""100% Polyester"", ""dimensions"": ""300x260 cm"", ""categoryType"": ""Curtain"", ""transparency"": ""Sheer""}","Add an elegant and airy touch to your living room. This linen-look sheer curtain filters sunlight beautifully while providing a level of privacy during the day.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde/Ta%C3%A7_Brillant_Keten_G%C3%B6r%C3%BCn%C3%BCml%C3%BC_T%C3%BCl_Perde_4.jpg""]","1299.00","7ZB4RYptM4vu6aP","Taç Brillant Keten Görünümlü Tül Perde",90,"24","1"
"238","{""brand"": ""Mudo Concept"", ""color"": ""Emerald Green"", ""model"": ""Velvet Square"", ""material"": ""Cotton/Polyester Velvet"", ""dimensions"": ""45x45 cm"", ""categoryType"": ""Decorative Cushion"", ""includesInsert"": ""Yes""}","A quick and easy way to refresh your living room decor. This square decorative cushion features a luxurious velvet texture, rich color, and a hidden zipper for a seamless look.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Mudo_Concept_Kadife_Dokulu_K%C4%B1rlent/Mudo_Concept_Kadife_Dokulu_K%C4%B1rlent_3.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Living+Room/Mudo_Concept_Kadife_Dokulu_K%C4%B1rlent/Mudo_Concept_Kadife_Dokulu_K%C4%B1rlent_4.jpg""]","599.00","Hhi7mc35rRDDGiZ","Mudo Concept Kadife Dokulu Kırlent",200,"24","1"
"239","{""brand"": ""IKEA"", ""color"": ""Viarp Beige/Brown"", ""model"": ""SÖDERHAMN"", ""material"": ""Cotton/Polyester Blend"", ""dimensions"": ""186x99x83 cm"", ""categoryType"": ""Sofa"", ""seatingCapacity"": ""3-Seater""}","If you like a stylish, airy look, you have to try the deep, generous seats. Create your own personal combination of SÖDERHAMN sofa sections, then sit down and relax.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/IKEA_S%C3%96DERHAMN_3'l%C3%BC_Kanepe/IKEA_S%C3%96DERHAMN_3'l%C3%BC_Kanepe_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/IKEA_S%C3%96DERHAMN_3'l%C3%BC_Kanepe/IKEA_S%C3%96DERHAMN_3'l%C3%BC_Kanepe_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/IKEA_S%C3%96DERHAMN_3'l%C3%BC_Kanepe/IKEA_S%C3%96DERHAMN_3'l%C3%BC_Kanepe_3.jpg""]","22499.00","pDKr89XHBuRiTZE","IKEA SÖDERHAMN 3'lü Kanepe",35,"25","1"
"240","{""brand"": ""Enza Home"", ""color"": ""Emerald Green"", ""model"": ""Mayfair"", ""material"": ""Velvet"", ""dimensions"": ""230x95x80 cm"", ""categoryType"": ""Sofa"", ""seatingCapacity"": ""3-Seater""}","Bringing a contemporary interpretation to classic luxury, the Mayfair 3-Seat Sofa creates a striking focal point in your living room with its quilted stitching details and premium velvet fabric.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Enza_Home_Mayfair_3'l%C3%BC_Koltuk/Enza_Home_Mayfair_3'l%C3%BC_Koltuk_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Enza_Home_Mayfair_3'l%C3%BC_Koltuk/Enza_Home_Mayfair_3'l%C3%BC_Koltuk_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Enza_Home_Mayfair_3'l%C3%BC_Koltuk/Enza_Home_Mayfair_3'l%C3%BC_Koltuk_3.jpg""]","38999.00","cTKdnx7sMsLiHmY","Enza Home Mayfair 3'lü Koltuk",15,"25","1"
"242","{""brand"": ""Vivense"", ""color"": ""Anthracite"", ""model"": ""Madrid"", ""material"": ""Textured Fabric, Beech Wood Legs"", ""dimensions"": ""210x85x80 cm"", ""categoryType"": ""Sofa"", ""seatingCapacity"": ""3-Seater""}","A minimalist and functional addition to modern homes. The Madrid sofa features a sturdy wooden frame, high-density foam for comfort, and easy-to-clean textured fabric.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Vivense_Madrid_3'l%C3%BC_Kanepe/Vivense_Madrid_3'l%C3%BC_Kanepe_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Vivense_Madrid_3'l%C3%BC_Kanepe/Vivense_Madrid_3'l%C3%BC_Kanepe_3.jpg""]","12999.00","mfY9iBSJvIB8v6P","Vivense Madrid 3'lü Kanepe",60,"25","1"
"243","{""brand"": ""Bellona"", ""color"": ""Navy Blue"", ""model"": ""Mavenna"", ""material"": ""Wipeable Microfiber"", ""dimensions"": ""220x90x85 cm"", ""categoryType"": ""Sofa Bed"", ""seatingCapacity"": ""3-Seater""}","Combining aesthetics with functionality, the Mavenna Sofa easily converts into a comfortable bed with its Zero-Wall mechanism and includes a spacious hidden storage compartment.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Bellona_Mavenna_%C3%9C%C3%A7l%C3%BC_Koltuk/Bellona_Mavenna_%C3%9C%C3%A7l%C3%BC_Koltuk_1.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Bellona_Mavenna_%C3%9C%C3%A7l%C3%BC_Koltuk/Bellona_Mavenna_%C3%9C%C3%A7l%C3%BC_Koltuk_2.jpg"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/Bellona_Mavenna_%C3%9C%C3%A7l%C3%BC_Koltuk/Bellona_Mavenna_%C3%9C%C3%A7l%C3%BC_Koltuk_3.jpg""]","18500.00","D8HaQUBbbdvWdKy","Bellona Mavenna Üçlü Koltuk",25,"25","1"
"244","{""brand"": ""İstikbal"", ""color"": ""Mustard"", ""model"": ""Diego"", ""material"": ""Polyester Blend"", ""dimensions"": ""225x92x82 cm"", ""categoryType"": ""Sofa"", ""seatingCapacity"": ""3-Seater""}","The Diego Sofa brings dynamic energy to your living room with its modern lines, angled high legs for easy robotic vacuum cleaning, and extra-soft seating foam.","[""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/%C4%B0stikbal_Diego_3'l%C3%BC_Kanepe/%C4%B0stikbal_Diego_3'l%C3%BC_Kanepe_1.webp"", ""https://smartycommerce-bucket.s3.eu-central-1.amazonaws.com/product+photos/Home+and+Furniture/Sofa/%C4%B0stikbal_Diego_3'l%C3%BC_Kanepe/%C4%B0stikbal_Diego_3'l%C3%BC_Kanepe_3.jpg""]","21999.00","5mUqN0hxdW6Llet","İstikbal Diego 3'lü Kanepe",40,"25","1"
